gen_id	pul_id	jbrowseTag	orientation
644167261	167	GH	+	
644167262	167	Trans	+	
644167263	167	SusD	+	
644167264	167	GH	+	
644167265	167	GH	+	
644167266	167	REG	+	
644167267	167	Trans	+	
644167268	167	SusD	+	
644167269	167	other	+	
644167270	167	GH	+	
644167276	168	Trans	+	
644167277	168	SusD	+	
644167278	168	GH	+	
644167279	168	GH	+	
644167280	168	other	+	
644167281	168	GH	+	
644167282	168	Sulf	+	
644167340	169	GH	+	
644167341	169	Trans	+	
644167342	169	SusD	+	
644167343	169	other	+	
644167344	169	GH	+	
644167345	169	GH	+	
644167346	169	other	+	
644167347	169	Sulf	+	
644167348	169	GH	+	
644167438	173	Trans	+	
644167439	173	SusD	+	
644167440	173	other	+	
644167441	173	other	+	
644167442	173	GH	+	
644167443	173	other	+	
644167444	173	GH	+	
644167445	173	GH	+	
644167446	173	GH	+	
644167447	173	other	+	
644167448	173	GH	+	
644167449	173	GH	+	
644167450	173	GH	+	
644167451	173	other	+	
644167462	174	Trans	+	
644167463	174	SusD	+	
644167464	174	other	+	
644167465	174	other	+	
644167466	174	other	-	
644167467	174	other	+	
644167468	174	GH	+	
644167476	175	REG	+	
644167477	175	other	+	
644167478	175	other	+	
644167479	175	other	+	
644167480	175	other	+	
644167481	175	other	+	
644167482	175	Trans	+	
644167483	175	SusD	+	
644167484	175	other	+	
644167485	175	GH	+	
644167486	175	GH	+	
644167487	175	other	+	
644167488	175	GH	+	
644167590	176	GH	-	
644167591	176	GH	-	
644167592	176	other	-	
644167593	176	CE	-	
644167594	176	Trans	-	
644167595	176	other	-	
644167596	176	GH	-	
644167597	176	other	-	
644167598	176	SusD	-	
644167599	176	Trans	-	
644167600	176	REG	-	
644167643	178	Trans	+	
644167644	178	SusD	+	
644167645	178	GH	+	
644167646	178	other	+	
644167647	178	GH	+	
644167648	178	GH	+	
644167658	179	GH	-	
644167659	179	other	-	
644167660	179	SusD	-	
644167661	179	Trans	-	
644167662	179	other	-	
644167663	179	REG	-	
644167664	179	REG	-	
644167716	181	Trans	+	
644167717	181	SusD	+	
644167718	181	PL	+	
644167719	181	other	+	
644167720	181	GH	+	
644167721	181	GH	+	
644167722	181	GH	+	
644167723	181	GH	+	
644167724	181	CE	+	
644167956	182	GH	+	
644167957	182	CE	+	
644167958	182	other	-	
644167959	182	other	+	
644167960	182	CE	+	
644167961	182	CE	+	
644167962	182	other	+	
644167963	182	Trans	+	
644167964	182	SusD	+	
644167965	182	other	+	
644167966	182	REG	-	
644167968	183	GH	-	
644167969	183	other	-	
644167970	183	other	-	
644167971	183	SusD	-	
644167972	183	Trans	-	
644167973	183	GH	-	
644168003	184	Trans	+	
644168004	184	other	+	
644168005	184	PL	+	
644168006	184	CE	+	
644168007	184	Trans	+	
644168008	184	SusD	+	
644168009	184	other	+	
644168010	184	GH	+	
644168154	187	Trans	+	
644168155	187	SusD	+	
644168156	187	GH	-	
644168157	187	GH	+	
644168158	187	Trans	+	
644168159	187	SusD	+	
644168160	187	other	+	
644168168	188	other	-	
644168169	188	GH	-	
644168170	188	PL	-	
644168171	188	GH	-	
644168172	188	SusD	-	
644168173	188	Trans	-	
644168208	189	Trans	+	
644168209	189	SusD	+	
644168210	189	other	+	
644168211	189	other	+	
644168212	189	GH	+	
644168213	189	GH	+	
644168214	189	GH	+	
644168243	191	Trans	+	
644168244	191	SusD	+	
644168245	191	Trans	+	
644168246	191	SusD	+	
644168247	191	other	+	
644168248	191	other	+	
644168249	191	GH	+	
644168250	191	other	+	
644168251	191	other	+	
644168252	191	GH	+	
644168253	191	other	+	
644168254	191	other	+	
644168255	191	GH	+	
644168256	191	GH	+	
644168257	191	REG	-	
644168258	191	other	+	
644168259	191	other	-	
644168260	191	GH	-	
644168261	191	GH	-	
644168262	191	Trans	-	
644168263	191	GH	-	
644168317	193	Trans	+	
644168318	193	SusD	+	
644168319	193	other	+	
644168320	193	GH	+	
644168321	193	GH	+	
644168322	193	other	-	
644168323	193	other	-	
644168324	193	GH	+	
644168496	195	GH	-	
644168497	195	CBM	-	
644168498	195	GH	-	
644168499	195	other	-	
644168500	195	other	-	
644168501	195	SusD	-	
644168502	195	Trans	-	
644168503	195	REG	-	
644168882	197	Trans	+	
644168883	197	SusD	+	
644168884	197	other	+	
644168885	197	other	+	
644168886	197	GH	+	
644168887	197	other	-	
644168888	197	GH	+	
644168889	197	GH	+	
644168890	197	PL	+	
644168891	197	other	+	
644168963	199	other	+	
644168964	199	other	+	
644168965	199	other	+	
644168966	199	other	+	
644168967	199	GH	+	
644168968	199	other	+	
644168969	199	other	+	
644168970	199	other	+	
644168971	199	GH	+	
644168972	199	SusD	-	
644168973	199	Trans	-	
644169947	203	PL	-	
644169948	203	other	-	
644169949	203	Trans	+	
644169950	203	SusD	+	
644169951	203	other	+	
644169952	203	CE	+	
644170078	206	other	-	
644170079	206	GH	-	
644170080	206	PL	-	
644170081	206	other	-	
644170082	206	SusD	-	
644170083	206	Trans	-	
644170084	206	REG	-	
644170085	206	REG	-	
644170130	208	GH	-	
644170131	208	Int	+	
644170132	208	Trans	+	
644170133	208	SusD	+	
644170134	208	other	+	
644170135	208	other	+	
644170136	208	Trans	+	
644170238	210	other	+	
644170239	210	Trans	+	
644170240	210	SusD	+	
644170241	210	Trans	+	
644170242	210	SusD	+	
644170243	210	GH	+	
644170277	211	GH	-	
644170278	211	GH	-	
644170279	211	other	-	
644170280	211	other	-	
644170281	211	SusD	-	
644170282	211	Trans	-	
644170286	212	GH	-	
644170287	212	GH	-	
644170288	212	other	-	
644170289	212	SusD	-	
644170290	212	Trans	-	
644170291	212	GH	-	
644170292	212	other	-	
644170346	213	Trans	+	
644170347	213	SusD	+	
644170348	213	other	+	
644170349	213	GH	+	
644170424	214	GH	+	
644170425	214	other	+	
644170426	214	Trans	+	
644170427	214	SusD	+	
644170521	215	other	+	
644170522	215	SusD	+	
644170523	215	Trans	+	
644170524	215	SusD	+	
644170525	215	other	+	
644170526	215	GH	+	
644170527	215	GH	+	
644170528	215	REG	+	
644170529	215	other	+	
644170530	215	other	+	
644170531	215	other	+	
644170532	215	other	+	
641380478	367	Trans	-	
641380477	367	SusD	-	
641380476	367	other	-	
641380479	367	GH	-	
641380480	367	other	-	
641380517	368	REG	+	
641380518	368	REG	+	
641380519	368	other	-	
641380520	368	Trans	+	
641380521	368	SusD	+	
641380522	368	other	+	
641380523	368	GH	+	
641380573	370	REG	+	
641380574	370	REG	+	
641380575	370	Trans	+	
641380576	370	SusD	+	
641380577	370	other	+	
641380578	370	GH	+	
641380658	371	REG	+	
641380659	371	other	+	
641380660	371	other	+	
641380661	371	Trans	+	
641380662	371	SusD	+	
641380663	371	Trans	+	
641380664	371	SusD	+	
641380665	371	other	+	
641380666	371	GH	+	
641380667	371	PL	+	
641380668	371	GH	+	
641380669	371	GH	+	
641380675	372	GH	+	
641380676	372	GH	+	
641380677	372	GH	+	
641380678	372	GH	+	
641380679	372	GH	+	
641380680	372	GH	+	
641380681	372	other	-	
641380682	372	other	-	
641380683	372	GH	+	
641380684	372	Trans	+	
641380685	372	SusD	+	
641380686	372	other	+	
641380844	375	other	-	
641380845	375	GH	-	
641380846	375	GH	-	
641380847	375	GH	-	
641380848	375	other	-	
641380849	375	GH	-	
641380850	375	other	-	
641380851	375	other	-	
641380852	375	SusD	-	
641380853	375	Trans	-	
641380854	375	REG	-	
641380855	375	REG	-	
641380975	376	other	-	
641380976	376	SusD	-	
641380977	376	Trans	-	
641380978	376	GH	-	
641380979	376	GH	-	
641380980	376	GH	-	
641380981	376	other	+	
641380982	376	GH	-	
641381038	377	REG	+	
641381039	377	REG	+	
641381040	377	Trans	+	
641381041	377	SusD	+	
641381042	377	Trans	+	
641381043	377	GH	+	
641381044	377	GH	+	
641381045	377	other	+	
641381046	377	other	+	
641381251	380	other	-	
641381252	380	Trans	-	
641381253	380	other	-	
641381254	380	other	-	
641381255	380	other	-	
641381256	380	GH	-	
641381257	380	other	-	
641381258	380	SusD	-	
641381259	380	Trans	-	
641381260	380	REG	-	
641381261	380	REG	-	
641381351	384	REG	+	
641381352	384	other	+	
641381353	384	Trans	+	
641381354	384	SusD	+	
641381355	384	other	+	
641381356	384	other	+	
641381357	384	other	+	
641381358	384	other	+	
641381359	384	GH	+	
641381360	385	REG	+	
641381361	385	Trans	+	
641381362	385	SusD	+	
641381363	385	GH	+	
641381364	385	other	+	
641381365	385	GH	+	
641381551	387	REG	+	
641381552	387	REG	+	
641381553	387	Trans	+	
641381554	387	SusD	+	
641381555	387	other	+	
641381556	387	GH	+	
641381557	387	other	+	
641381558	387	other	+	
641381632	389	REG	+	
641381633	389	GH	+	
641381634	389	GH	+	
641381635	389	Pept	+	
641381636	389	Trans	+	
641381637	389	SusD	+	
641381638	389	other	+	
641381639	389	other	+	
641381640	389	GH	+	
641381641	389	GH	+	
641381642	389	GH	+	
641381710	392	other	-	
641381711	392	GH	-	
641381712	392	GH	-	
641381713	392	other	-	
641381714	392	other	-	
641381715	392	SusD	-	
641381716	392	Trans	-	
641381717	392	REG	-	
641381718	392	other	-	
641381719	392	other	+	
641381720	392	REG	-	
641381723	393	GH	-	
641381724	393	other	-	
641381725	393	other	-	
641381726	393	SusD	-	
641381727	393	Trans	-	
641381728	393	REG	-	
641381729	393	other	+	
641381730	393	REG	-	
641381731	394	PL	-	
641381732	394	Pept	-	
641381733	394	GH	-	
641381734	394	GH	-	
641381735	394	other	-	
641381736	394	GH	-	
641381737	394	other	-	
641381738	394	other	-	
641381739	394	SusD	-	
641381740	394	Trans	-	
641381741	394	REG	-	
641381742	394	other	-	
641381743	394	REG	-	
641382023	397	REG	+	
641382024	397	REG	+	
641382025	397	Trans	+	
641382026	397	SusD	+	
641382027	397	other	+	
641382028	397	GH	+	
641382029	397	CBM	+	
641382030	397	other	+	
641382081	398	other	-	
641382082	398	other	-	
641382083	398	other	-	
641382084	398	other	-	
641382085	398	SusD	-	
641382086	398	Trans	-	
641382087	398	other	-	
641382088	398	other	-	
641382089	398	other	-	
641382090	398	GH	-	
641382091	398	GH	-	
641382092	398	REG	-	
641382101	399	REG	+	
641382102	399	REG	+	
641382103	399	Trans	+	
641382104	399	SusD	+	
641382105	399	other	+	
641382106	399	GH	+	
641382242	402	other	+	
641382243	402	GH	+	
641382244	402	Trans	+	
641382245	402	SusD	+	
641382246	402	other	+	
641382386	404	PL	-	
641382387	404	Sulf	-	
641382388	404	GH	-	
641382389	404	other	+	
641382390	404	GH	-	
641382391	404	other	-	
641382392	404	GH	-	
641382393	404	SusD	-	
641382394	404	Trans	-	
641382395	404	other	-	
641382396	404	REG	+	
641382397	404	REG	+	
641382455	407	REG	-	
641382456	407	REG	-	
641382457	407	GH	-	
641382458	407	other	-	
641382459	407	other	-	
641382460	407	other	-	
641382461	407	GH	-	
641382462	407	other	-	
641382463	407	SusD	-	
641382464	407	Trans	-	
641382480	409	GH	-	
641382481	409	other	-	
641382482	409	SusD	-	
641382483	409	Trans	-	
641382484	409	REG	+	
641382506	410	other	-	
641382507	410	ROK	-	
641382508	410	Trans	-	
641382509	410	GH	-	
641382510	410	GH	-	
641382511	410	GH	-	
641382512	410	GH	-	
641382513	410	other	-	
641382514	410	SusD	-	
641382515	410	Trans	-	
641382516	410	REG	+	
641382517	410	other	-	
641382518	410	other	-	
641382519	410	other	-	
641382520	410	other	+	
641382521	410	other	-	
641382522	410	other	-	
641382523	410	GH	-	
641382524	410	CE	-	
641382525	410	GH	-	
641382526	410	other	-	
641382527	410	GH	-	
641382528	410	GH	-	
641382529	410	GH	-	
641382530	410	other	-	
641382531	410	other	-	
641382532	410	other	-	
641382533	410	SusD	-	
641382534	410	Trans	-	
641382535	410	REG	-	
641382536	410	REG	-	
641382577	411	GH	-	
641382578	411	GH	-	
641382579	411	GH	-	
641382580	411	GH	-	
641382581	411	GH	-	
641382582	411	other	-	
641382583	411	other	-	
641382584	411	other	-	
641382585	411	SusD	-	
641382586	411	Trans	-	
641382587	411	GH	-	
641382588	411	GH	-	
641382589	411	other	-	
641382590	411	GH	-	
641382591	411	GH	-	
641382592	411	GH	-	
641382593	411	SusD	-	
641382594	411	Trans	-	
641383045	413	GH	+	
641383046	413	Trans	+	
641383047	413	SusD	+	
641383048	413	other	+	
641383049	413	GH	+	
641383050	413	GH	+	
641383051	413	GH	+	
641383052	413	GH	+	
641383053	413	GH	+	
641383054	413	Trans	+	
641383055	413	GH	+	
641383056	413	other	+	
641383057	413	other	+	
641383063	414	GH	-	
641383064	414	GH	-	
641383065	414	GH	-	
641383066	414	REG	-	
641383067	414	other	+	
641383068	414	GH	-	
641383069	414	other	-	
641383070	414	SusD	-	
641383071	414	Trans	-	
641383072	414	GH	-	
641383073	414	GH	-	
641383074	414	other	-	
641383075	414	GH	-	
641383076	414	other	+	
641383077	414	other	-	
641383078	414	GH	+	
641383079	414	other	-	
641383080	414	GH	-	
641383081	414	GH	-	
641383082	414	other	-	
641383083	414	SusD	-	
641383084	414	Trans	-	
641383085	414	other	+	
641383086	414	REG	+	
641383087	414	GH	-	
641383111	415	GH	-	
641383112	415	CE	-	
641383113	415	REG	-	
641383114	415	other	+	
641383115	415	other	-	
641383116	415	other	-	
641383117	415	other	-	
641383118	415	GH	-	
641383119	415	other	-	
641383120	415	other	-	
641383121	415	PL	-	
641383122	415	other	-	
641383123	415	Trans	-	
641383124	415	other	-	
641383125	415	other	-	
641383126	415	SusD	-	
641383127	415	Trans	-	
641383128	415	other	-	
641383129	415	GH	-	
641383130	415	GH	-	
641383131	415	GH	-	
641383132	415	other	-	
641383133	415	GH	+	
641383134	415	other	-	
641383135	415	GH	+	
641383136	415	GH	-	
641383137	415	GH	-	
641383138	415	PL	+	
641383146	416	REG	+	
641383147	416	REG	+	
641383148	416	Trans	+	
641383149	416	SusD	+	
641383150	416	other	+	
641383151	416	other	+	
641383152	416	other	+	
641383153	416	other	+	
641383154	416	other	+	
641383155	416	other	+	
641383156	416	other	+	
641383157	416	GH	+	
641383158	416	other	+	
641383159	416	REG	+	
641383160	416	GH	+	
641383161	416	Trans	+	
641383162	416	SusD	+	
641383163	416	other	+	
641383164	416	GH	+	
641383167	417	other	-	
641383168	417	other	-	
641383169	417	other	-	
641383170	417	SusD	-	
641383171	417	Trans	-	
641383172	417	GH	-	
641383173	417	other	-	
641383174	417	GH	-	
641383175	417	other	-	
641383176	417	REG	+	
641383196	418	GH	-	
641383197	418	GH	-	
641383198	418	other	-	
641383199	418	other	-	
641383200	418	other	-	
641383201	418	other	-	
641383202	418	GH	-	
641383203	418	GH	-	
641383204	418	other	-	
641383205	418	SusD	-	
641383206	418	Trans	-	
641383207	418	REG	-	
641383214	419	GH	-	
641383215	419	Sulf	-	
641383216	419	GH	-	
641383217	419	Sulf	-	
641383218	419	GH	-	
641383219	419	REG	+	
641383220	419	other	-	
641383221	419	SusD	-	
641383222	419	Trans	-	
641383223	419	SusD	-	
641383224	419	Trans	-	
641383225	419	GH	-	
641383226	419	other	-	
641383227	419	other	-	
641383228	419	other	-	
641383229	419	other	-	
641383230	419	Sulf	-	
641383276	422	REG	-	
641383277	422	other	-	
641383278	422	Trans	+	
641383279	422	SusD	+	
641383280	422	PL	+	
641383281	422	PL	+	
641383282	422	GH	+	
641383283	422	other	+	
641383284	422	other	+	
641383300	423	REG	-	
641383301	423	other	-	
641383302	423	SusD	-	
641383303	423	Trans	-	
641383304	423	other	-	
641383305	423	Trans	-	
641383306	423	GH	-	
641383362	424	REG	-	
641383363	424	REG	-	
641383364	424	Trans	+	
641383365	424	SusD	+	
641383366	424	other	+	
641383367	424	other	+	
641383368	424	GH	+	
641383369	424	GH	+	
641383370	425	REG	+	
641383371	425	REG	+	
641383372	425	other	-	
641383373	425	Trans	+	
641383374	425	SusD	+	
641383375	425	GH	+	
641383376	425	other	+	
641383377	425	GH	+	
641383378	425	GH	+	
641383515	428	REG	+	
641383516	428	Trans	+	
641383517	428	SusD	+	
641383518	428	other	+	
641383519	428	GH	+	
641383520	428	GH	+	
641383521	428	GH	+	
641383537	429	GH	-	
641383538	429	other	-	
641383539	429	GH	-	
641383540	429	GH	-	
641383541	429	other	-	
641383542	429	other	-	
641383543	429	Sulf	-	
641383544	429	SusD	-	
641383545	429	Trans	-	
641383546	429	other	+	
641383547	429	REG	-	
641383548	429	REG	-	
641383669	431	REG	-	
641383670	431	other	+	
641383671	431	ROK	+	
641383672	431	Trans	+	
641383673	431	SusD	+	
641383674	431	other	+	
641383675	431	GH	+	
641383676	431	GH	+	
641383677	431	GH	+	
641383678	431	Trans	+	
641383736	433	other	+	
641383737	433	other	+	
641383738	433	GH	+	
641383739	433	Trans	+	
641383740	433	SusD	+	
641383741	433	other	+	
641383742	433	Sulf	+	
641383743	433	Sulf	+	
641383756	434	REG	+	
641383757	434	REG	+	
641383758	434	Trans	+	
641383759	434	SusD	+	
641383760	434	GH	+	
641383761	434	other	+	
641383762	434	other	+	
641383763	434	GH	+	
641383764	434	other	+	
641383765	434	GH	+	
641383766	434	GH	+	
641383805	436	Pept	-	
641383806	436	other	-	
641383807	436	other	-	
641383808	436	other	-	
641383809	436	other	-	
641383810	436	other	-	
641383811	436	other	-	
641383812	436	other	-	
641383813	436	other	-	
641383814	436	other	-	
641383815	436	other	-	
641383816	436	CE	-	
641383817	436	Trans	-	
641383818	436	GH	-	
641383819	436	GH	-	
641383820	436	other	-	
641383821	436	SusD	-	
641383822	436	Trans	-	
641383823	436	other	+	
641383824	436	other	-	
641383825	436	REG	-	
641383837	437	GH	+	
641383838	437	GH	+	
641383839	437	other	+	
641383840	437	GH	+	
641383841	437	GH	+	
641383842	437	GH	+	
641383843	437	GH	+	
641383844	437	GH	+	
641383845	437	Trans	+	
641383846	437	SusD	+	
641383847	437	Trans	+	
641383848	437	SusD	+	
641383849	437	other	+	
641383850	437	GH	+	
641383851	437	GH	+	
641383852	437	GH	+	
641383853	437	GH	+	
641383854	437	CE	+	
641383855	437	GH	+	
641383856	437	REG	-	
641383857	437	GH	-	
641383858	437	other	-	
641383859	437	other	-	
641383860	437	REG	+	
641383861	437	GH	+	
641383862	437	Trans	+	
641383863	437	SusD	+	
641383864	437	other	+	
641383865	437	other	+	
641383866	437	other	+	
641383867	437	other	-	
641383868	437	GH	-	
641383869	437	other	-	
641383921	438	GH	-	
641383922	438	other	+	
641383923	438	REG	-	
641383924	438	other	+	
641383925	438	Trans	+	
641383926	438	SusD	+	
641383927	438	GH	+	
641383928	438	other	+	
641383929	438	other	+	
641383930	438	GH	+	
641383931	438	other	+	
641383932	438	other	+	
641383933	439	GH	-	
641383934	439	other	-	
641383935	439	other	-	
641383936	439	SusD	-	
641383937	439	Trans	-	
641383938	439	GH	-	
641383939	439	GH	-	
641383940	439	REG	+	
641383973	440	REG	+	
641383974	440	REG	+	
641383975	440	Trans	+	
641383976	440	SusD	+	
641383977	440	GH	+	
641383978	440	other	+	
641383979	440	other	+	
641383980	440	PL	-	
641383994	442	PL	-	
641383995	442	CE	+	
641383996	442	GH	+	
641383997	442	Trans	+	
641383998	442	SusD	+	
641383999	442	other	+	
641384000	442	CE	+	
641384001	442	REG	-	
641384002	442	other	+	
641384003	442	GH	+	
641384026	444	REG	+	
641384027	444	Trans	+	
641384028	444	SusD	+	
641384029	444	other	+	
641384030	444	other	+	
641384031	444	other	+	
641384032	444	GH	+	
641384033	444	other	+	
641384034	444	GH	+	
641384035	444	GH	+	
641384036	444	GH	+	
641384037	444	CE	+	
641384042	445	GH	+	
641384043	445	GH	-	
641384044	445	other	+	
641384045	445	GH	-	
641384046	445	GH	-	
641384047	445	other	-	
641384048	445	GH	-	
641384049	445	REG	+	
641384050	445	other	+	
641384051	445	other	+	
641384052	445	GH	+	
641384053	445	Trans	+	
641384054	445	SusD	+	
641384055	445	other	+	
641384057	446	Sulf	-	
641384058	446	GH	-	
641384059	446	GH	-	
641384060	446	Sulf	-	
641384061	446	other	+	
641384062	446	SusD	-	
641384063	446	Trans	-	
641384064	446	other	-	
641384065	446	REG	+	
641384274	447	REG	+	
641384275	447	REG	+	
641384276	447	Trans	+	
641384277	447	Trans	+	
641384278	447	SusD	+	
641384279	447	other	+	
641384280	447	other	+	
641384281	447	GH	+	
641384511	448	REG	-	
641384512	448	REG	+	
641384513	448	other	-	
641384514	448	other	-	
641384515	448	other	-	
641384516	448	GH	-	
641384517	448	SusD	-	
641384518	448	Trans	-	
641384519	448	Int	+	
641384520	448	other	+	
641384521	448	other	+	
641384522	448	Trans	+	
641384523	448	SusD	+	
641384524	448	GH	+	
641384525	448	other	+	
641384526	448	other	+	
641384527	448	other	+	
641384528	448	Trans	+	
641384529	448	GH	+	
641384530	448	GH	+	
641384531	448	other	+	
641384532	448	other	+	
641384533	448	other	+	
641384534	448	Trans	+	
641384535	448	SusD	+	
641384536	448	PL	+	
641384537	448	other	+	
641384538	448	GH	+	
641384539	448	GH	+	
641384540	448	GH	+	
641384541	448	GH	+	
641384542	448	CE	+	
641384543	448	other	-	
641384544	448	other	-	
641384545	448	GH	-	
641384546	448	GH	-	
641384547	448	GH	-	
641384548	448	GH	-	
641384549	448	other	-	
641384600	450	GH	-	
641384601	450	other	-	
641384602	450	other	-	
641384603	450	GH	-	
641384604	450	SusD	-	
641384605	450	Trans	-	
641384606	450	Trans	-	
641384607	450	GH	-	
641384775	453	other	-	
641384776	453	GH	-	
641384777	453	GH	-	
641384778	453	GH	-	
641384779	453	Sulf	-	
641384780	453	SusD	-	
641384781	453	Trans	-	
641384804	455	GH	-	
641384805	455	GH	-	
641384806	455	GH	-	
641384807	455	Trans	-	
641384808	455	other	-	
641384809	455	GH	-	
641384810	455	other	-	
641384811	455	SusD	-	
641384812	455	Trans	-	
641384813	455	REG	+	
641384814	455	GH	-	
641384894	457	GH	-	
641384895	457	other	+	
641384896	457	PL	-	
641384897	457	SusD	-	
641384898	457	Trans	-	
641384899	457	SusD	-	
641384900	457	Trans	-	
641384901	457	GH	-	
641384902	457	REG	-	
641384903	457	GH	-	
641385218	459	other	-	
641385219	459	GH	-	
641385220	459	other	-	
641385221	459	other	-	
641385222	459	SusD	-	
641385223	459	Trans	-	
641385224	459	other	+	
641385225	459	other	+	
641385226	459	GH	+	
641385227	459	other	+	
641385228	459	GH	-	
641385229	459	GH	-	
641385230	459	REG	-	
641385231	459	REG	-	
641385283	460	REG	+	
641385284	460	other	-	
641385285	460	REG	+	
641385286	460	other	+	
641385287	460	GH	+	
641385288	460	GH	+	
641385289	460	GH	+	
641385290	460	other	+	
641385291	460	GH	+	
641385292	460	other	+	
641385293	460	GH	+	
641385294	460	other	+	
641385295	460	Trans	-	
641385296	460	SusD	-	
641385297	460	Trans	-	
